channel,model_name,gateway_model_id,operation,endpoint_type,profile_key,profile_version,contract_version,contract_hash,audit_status,input_fields,material_slots,request_adapter,dispatch_path,poll_path,pricing_basis,source_urls,difference_summary
"deepwl","deepwl/gpt-5-nano","gpt-5-nano","text.chat","openai|openai-response","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/gpt-5.2","gpt-5.2","text.chat","openai|openai-response","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/gpt-5.2-pro","gpt-5.2-pro","text.chat","openai|openai-response","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/gpt-5.3-codex","gpt-5.3-codex","text.chat","openai|openai-response","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/gpt-5.4","gpt-5.4","text.chat","openai|openai-response","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/gpt-5.4-mini","gpt-5.4-mini","text.chat","openai-response|openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/gpt-5.4-nano","gpt-5.4-nano","text.chat","openai|openai-response","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/gpt-5.4-pro","gpt-5.4-pro","text.chat","openai|openai-response","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/gpt-5.5","gpt-5.5","text.chat","openai|openai-response","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/gpt-5.5-pro","gpt-5.5-pro","text.chat","openai|openai-response","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/gpt-5.6-luna","gpt-5.6-luna","text.chat","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/gpt-5.6-sol","gpt-5.6-sol","text.chat","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/gpt-5.6-terra","gpt-5.6-terra","text.chat","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/gpt-image-2","gpt-image-2","image.generate","image-generation","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/gpt-image-2-c","gpt-image-2-c","image.generate","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/grok-1.5-video-10s","grok-1.5-video-10s","video.generate","openai|openai-response","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/grok-1.5-video-15s","grok-1.5-video-15s","video.generate","openai|openai-response","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/grok-1.5-video-6s","grok-1.5-video-6s","video.generate","openai|openai-response","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/grok-4","grok-4","text.chat","openai|openai-response","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/grok-4-1-auto","grok-4-1-auto","text.chat","openai|openai-response","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/grok-4-1-image","grok-4-1-image","image.generate","openai|openai-response","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/grok-4-2","grok-4-2","text.chat","openai|openai-response","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/grok-4-2-image","grok-4-2-image","image.generate","openai|openai-response","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/grok-4.5","grok-4.5","text.chat","openai|openai-response","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/grok-video-3","grok-video-3","video.generate","openai|openai-response","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/grok-video-3-10s","grok-video-3-10s","video.generate","openai|openai-response","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/grok-video-3-15s","grok-video-3-15s","video.generate","openai|openai-response","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/kimi-k2.5","kimi-k2.5","text.chat","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/kimi-k2.6","kimi-k2.6","text.chat","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/kimi-k2.7-code","kimi-k2.7-code","text.chat","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/kimi-k3","kimi-k3","text.chat","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/kling-2.5","kling-2.5","video.generate","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/kling-2.5-1080p","kling-2.5-1080p","video.generate","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/kling-2.5-720p","kling-2.5-720p","video.generate","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/kling-3.0-omni","kling-3.0-omni","video.generate","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/kling-3.0-omni-720p-noref-audio","kling-3.0-omni-720p-noref-audio","video.generate","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/kling-3.0-omni-720p-noref-mute","kling-3.0-omni-720p-noref-mute","video.generate","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/kling-3.0-omni-720p-ref-audio","kling-3.0-omni-720p-ref-audio","video.generate","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/kling-3.0-omni-720p-ref-mute","kling-3.0-omni-720p-ref-mute","video.generate","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/midjourney","midjourney","text.chat","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/mimo-v2.5","mimo-v2.5","text.chat","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/mimo-v2.5-pro","mimo-v2.5-pro","text.chat","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/minimax-m2.7","minimax-m2.7","text.chat","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/minimax-m2.7-highspeed","minimax-m2.7-highspeed","text.chat","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/omni-fast","omni-fast","video.generate","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/omni-fast-v2v","omni-fast-v2v","video.generate","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/pixverse-c1-720p-audio","pixverse-c1-720p-audio","text.chat","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/pixverse-v6-1080p-audio","pixverse-v6-1080p-audio","text.chat","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/pixverse-v6-720p-audio","pixverse-v6-720p-audio","text.chat","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/qwen3.5-plus","qwen3.5-plus","text.chat","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/qwen3.6-plus","qwen3.6-plus","text.chat","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/qwen3.7-max","qwen3.7-max","text.chat","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/qwen3.7-plus","qwen3.7-plus","text.chat","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/seedance-asset","seedance-asset","text.chat","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/veo_3_1","veo_3_1","audio.generate","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/veo_3_1-4K","veo_3_1-4K","audio.generate","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/veo_3_1-components","veo_3_1-components","audio.generate","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/veo_3_1-fast","veo_3_1-fast","audio.generate","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/veo_3_1-fast-4K","veo_3_1-fast-4K","audio.generate","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/veo_3_1-fast-components-4K","veo_3_1-fast-components-4K","video.generate","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/viduq2","viduq2","image.generate","image-generation","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
"deepwl","deepwl/viduq3-pro","viduq3-pro","video.generate","openai","","0","0","","missing_documentation","","","","","","","https://doc.deepwl.cn/llms.txt | https://zx1.deepwl.net/pricing | https://zx1.deepwl.net/api/pricing","当前输入/输出参数合同未随公开价格接口提供；当前 CarLab 已发布 DeepWL 命名空间仅记录为 67 个，匿名价格目录无法逐项映射发布身份；没有具体模型 API 详情页证据时，不在 TapLater 展示或自动发布参数"
